team,department,subdepartment,employee,title
phi,Marketing,Community Outreach,Club Ambassador,Chris Wheeler
phi,Marketing,"Events, Fan Development, Merchandising","Director, Marketing Programs & Events",Kurt Funk
phi,Marketing,"Events, Fan Development, Merchandising","Director, Entertainment",Chris Long
phi,Marketing,"Events, Fan Development, Merchandising","Director, Marketing Services & Events",James Trout
phi,Marketing,"Events, Fan Development, Merchandising","Coordinator, Entertainment",Teresa Leyden
phi,Marketing,"Events, Fan Development, Merchandising","Manager, Phanatic Events",Andrea Guest
phi,Marketing,"Events, Fan Development, Merchandising","Phillie Phanatic, Entertainment Representative",Tom Burgoyne
phi,Marketing,"Events, Fan Development, Merchandising",Phanatic Representative,Matt Mehler
phi,Marketing,"Events, Fan Development, Merchandising",Phanatic Representative,Troy Sattin
phi,Marketing,"Events, Fan Development, Merchandising","Director, Fan Development & Educational Programs",Meghan Essman
phi,Marketing,"Events, Fan Development, Merchandising","Manager, Fan Development Programs",Jon Joaquin
phi,Marketing,"Events, Fan Development, Merchandising","Coordinator, Fan Development & Educational Programs",Jess Wilt
phi,Marketing,"Events, Fan Development, Merchandising","Coordinator, Fan Development and Multicultural Outreach",Ken Johnson
phi,Marketing,"Events, Fan Development, Merchandising","Director, Merchandising",Scott Brandreth
phi,Marketing,"Events, Fan Development, Merchandising","Coordinator, Retail Merchandising",John Hollinger
phi,Marketing,"Events, Fan Development, Merchandising","Coordinator, Merchandise Operations",Eric Pesce
phi,Marketing,"Events, Fan Development, Merchandising",Merchandising Representative,Brittany Tuma
phi,Marketing,"Marketing, Broadcasting, Video Services","Director, Marketing and Special Projects",Michael Harris
phi,Marketing,"Marketing, Broadcasting, Video Services","Manager, Advertising/Internet Services",Jo-Anne Levy-Lamoreaux
phi,Marketing,"Marketing, Broadcasting, Video Services","Manager, Marketing Initiatives",Mary Ann Moyer
phi,Marketing,"Marketing, Broadcasting, Video Services","Director, Broadcasting and Video Services",Mark DiNardo
phi,Marketing,"Marketing, Broadcasting, Video Services","Manager, Broadcasting",Rob Brooks
phi,Marketing,"Marketing, Broadcasting, Video Services","Manager, Video Production",Dan Stephenson
phi,Marketing,"Marketing, Broadcasting, Video Services",Chief Technical Engineer,Dave Abramson
phi,Marketing,"Marketing, Broadcasting, Video Services","Manager, Video Coaching Services",Kevin Camiscioli
phi,Marketing,"Marketing, Broadcasting, Video Services","Manager, Electronic Display Systems",David Akers
phi,Marketing,"Marketing, Broadcasting, Video Services","Coordinator, Video Production",Sean Rainey
phi,Marketing,"Marketing, Broadcasting, Video Services","Coordinator, Video Coaching",Marc Sigismondo
phi,Marketing,"Marketing, Broadcasting, Video Services","Video Coaching Representative, Minor League Operations",Brett Gross
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Vice President, Sales and Ticket Operations",John Weber
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Director, Ticket Department",Dan Goroff
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Director, Ticket Technology and Development",Christopher Pohl
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Director, Sales",Derek Schuster
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Director, Suite Sales and Client Services",Kevin Beale
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Director, Group Sales",Vanessa Mapson
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Director, Ticket Services & Intern Program",Phil Feather
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Manager, Suite Sales and Services",Tom Mashek
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Manager, Season Ticket Services",Mike Holdren
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Manager, Sales Operations",Bill Wilson
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Manager, Ticket Operations",Ken Duffy
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Manager, Ticket Vault Services",Lori Loughlin
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Manager, Box Office Operations",Sharon Nelson
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Manager, Premium Sales and Services",Matt Kessler
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Coordinator, Group Suites",Joanne Hudson
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Coordinator, Group Sales",Tony Burns
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Coordinator, Group Sales",Robb Kazenski
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Coordinator, Ticket Order Services",Cathy Krise
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Coordinator, Premium Sales & Services",Jerry O'Connor
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Coordinator, Suite Sales",Sarah Magliochetti
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Coordinator, Ticketing System Initiatives",Scott McDade
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services","Coordinator, Season Ticket Sales",Blake Summerfield
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services",Account Processing Representative,Andrea Hobbs
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services",Tour and Group Sales Representative,Stephanie Nieland
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services",Season and Group Sales Representative,Bryan Angione
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services",Ticket Office Representative,Andrew Heston
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services",Ticketing Service Representative,Jamal Johnson
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services",Season and Group Sales Representative,Colleen Mogee
phi,Sales and Tickets,"Marketing, Broadcasting, Video Services",Club Sales Representative,Carolyn Saveri
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Director of Medical Services,"Michael G. Ciccotti, MD"
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Team Physician,"Marc I. Harwood, MD"
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Team Physician,"Peter C. Vitanzo, MD"
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Team Physician,"Rob Frederick, MD"
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Team Physician,"Steve Cohen, MD"
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Head Athletic Trainer,"Scott Sheridan, MS, PT, ATC, CSCS"
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Assistant Athletic Trainer,"Shawn Fcasni, MHSc, ATC, CSCS"
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Major League Conditioning Coordinator,"Paul Fournier, ATC, CSCS, RSCC"
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Manual Therapy Specialist,"Ichiro Kitano, MS, ATC, CSCS"
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Minor League Athletic Training & Rehabilitation Coordinator,"James Ready, MS, ATC"
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Minor League Strength & Conditioning Coordinator,"Jason Meredith, MS, ATC, CSCS, RSCC"
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Chiropractic Consultant,"Marc Legere, DC, MS, ATC, CSCS, RSCC"
phi,Medical Personnel,"Marketing, Broadcasting, Video Services",Employee Assistance Professional,"Dickie Noles, CEAP"
phi,Clubhouse Personnel,"Marketing, Broadcasting, Video Services","Manager, Visiting Clubhouse",Kevin Steinhour
phi,Clubhouse Personnel,"Marketing, Broadcasting, Video Services","Manager, Home Clubhouse",Phil Sheridan
phi,Clubhouse Personnel,"Marketing, Broadcasting, Video Services","Manager, Equipment and Umpire Services",Dan O'Rourke
phi,Security Personnel,"Marketing, Broadcasting, Video Services","Manager, Command Center Operations",Bud Scherle
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Supervisor,Glenn Cooper
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Supervisor,Bill Plumley
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Supervisor,Laura Romond
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Supervisor,Fran Ehly Sr.
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,Charles Anderson
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,David Balseiro
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,Ed Bamberger
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,James Bender
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,Ray Coleman
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,Frank Dickerman
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,Robert Hale
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,Sean Jones
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,Jay Molvie
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,Rosalyn Robinson
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,Joe Ryan
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,Tom Taggart
phi,Security Personnel,"Marketing, Broadcasting, Video Services",Security Officer,Greg Wisnewski
phi,Florida Operations,"Marketing, Broadcasting, Video Services","Director of Florida Operations, GM Clearwater Threshers",John Timberlake
phi,Florida Operations,"Marketing, Broadcasting, Video Services","Asst. General Manager - Sales, Clearwater Threshers",Dan McDonough
phi,Florida Operations,"Marketing, Broadcasting, Video Services","Asst. General Manager - Ticketing, Clearwater Threshers",Jason Adams
phi,Florida Operations,"Marketing, Broadcasting, Video Services",Business Manager,Dianne Gonzalez
phi,Florida Operations,"Marketing, Broadcasting, Video Services","Manager, Ballpark Operations",Jay Warren
phi,Florida Operations,"Marketing, Broadcasting, Video Services",Facility Maintenance Coordinator,Cory Sipe
phi,Florida Operations,"Marketing, Broadcasting, Video Services","Group Sales Manager, Clearwater Threshers",Dan Madden
phi,Florida Operations,"Marketing, Broadcasting, Video Services","Senior Sales Associate, Clearwater Threshers",Bobby Mitchell
phi,Florida Operations,"Marketing, Broadcasting, Video Services",Food and Beverage Manager,Brad Dudash
phi,Florida Operations,"Marketing, Broadcasting, Video Services","Manager, Special Events",Douglas Kemp
phi,Florida Operations,"Marketing, Broadcasting, Video Services",Promotions/Community Relations Manager,Amanda Koch
phi,Florida Operations,"Marketing, Broadcasting, Video Services",Merchandise Manager,Robin Warner
phi,Florida Operations,"Marketing, Broadcasting, Video Services",Field Supervisor,Opie Cheek
phi,Florida Operations,"Marketing, Broadcasting, Video Services","Assistant Field Supervisor, Florida Operations",Thomas Tamaska
phi,Florida Operations,"Marketing, Broadcasting, Video Services",Ground Crew,Jeff Drain
phi,Florida Operations,"Marketing, Broadcasting, Video Services",Receptionist,DeDe Angelillis
tb,Principal Owner,None,Principal Owner,Stuart Sternberg
tb,Officers,None,President,Matthew Silverman
tb,Officers,None,Executive Vice President of Baseball Operations,Andrew Friedman
tb,Officers,None,Senior Vice President of Business Operations,Brian Auld
tb,Officers,None,Senior Vice President,Mark Fernandez
tb,Officers,None,Senior Vice President of Administration/General Counsel,John Higgins
tb,Officers,None,Senior Vice President of Development and Business Affairs,Michael Kalt
tb,Officers,None,"Vice President, Finance",Rob Gagliardi
tb,Officers,None,"Vice President, Development",Melanie Lenz
tb,Officers,None,"Vice President, Operations/Facilities",Rick Nafe
tb,Officers,None,"Vice President, Marketing and Game Entertainment",Darcy Raymond
tb,Officers,None,"Vice President, Sales and Service",Brian Richeson
tb,Officers,None,"Vice President, Communications",Rick Vaughn
tb,Baseball Operations,None,"Director, Pro Scouting ",Matt Arnold
tb,Baseball Operations,None,"Director, Baseball Operations",Chaim Bloom
tb,Baseball Operations,None,"Director, Baseball Research and Development",James Click
tb,Baseball Operations,None,"Director, Major League Administration",Sandy Dengler
tb,Baseball Operations,None,"Director, Scouting",R.J. Harrison
tb,Baseball Operations,None,"Director, Minor League Operations",Mitch Lukevics
